2032c
1.000000000 0.001600000
0.950000000 0.012400000
0.900000000 0.022900000
0.800000000 0.042800000
0.700000000 0.061000000
0.600000000 0.077100000
0.500000000 0.090500000
0.400000000 0.100200000
0.300000000 0.104800000
0.250000000 0.104400000
0.200000000 0.101300000
0.150000000 0.093400000
0.100000000 0.078000000
0.075000000 0.066400000
0.050000000 0.051300000
0.025000000 0.031700000
0.012500000 0.019300000
0.000000000 0.000000000
0.012500000 -0.005000000
0.025000000 -0.004200000
0.050000000 -0.001000000
0.075000000 0.002800000
0.100000000 0.006800000
0.150000000 0.014500000
0.200000000 0.021700000
0.250000000 0.028200000
0.300000000 0.033300000
0.400000000 0.038500000
0.500000000 0.038600000
0.600000000 0.035000000
0.700000000 0.028600000
0.800000000 0.020200000
0.900000000 0.010000000
0.950000000 0.004400000
1.000000000 -0.001600000
